Input,Trial,Treatment,time,heart_rate,sd,std_err,confidence,start,end
0,Trial3,17up,8/11/25 9:44,248.2758621,0.012309149,0.003413944,Good,2,5.175
0,Trial3,17up,8/11/25 9:47,200,0.015811388,0.00559017,Good,2,4
0,Trial3,17up,8/11/25 9:47,209.8569157,0.015342898,0.001456283,Good,360,392
0,Trial3,17up,8/11/25 9:57,170.7509881,0.02131924,0.002234864,Good,360,392
0,Trial3,17up,8/11/25 10:07,175.0991277,0.023597484,0.002446945,Good,360,392
0,Trial3,17up,8/11/25 10:17,112.5977411,0.163166201,0.022001326,Good,284,314
0,Trial3,17up,8/11/25 10:27,130.0334448,0.041088582,0.004537475,Good,200,238
0,Trial3,17up,8/11/25 10:37,171.5430862,0.043909121,0.004225157,Good,200,238
0,Trial3,17up,8/11/25 10:47,238.410596,0.022745061,0.001850967,Good,200,238
0,Trial3,17up,8/11/25 10:57,216.796048,0.067373649,0.005931919,Good,56,92
0,Trial3,17up,8/11/25 11:07,213.1274131,0.112920145,0.013496539,Good,140,160
0,Trial3,17up,8/11/25 11:17,246.1538462,0.102585416,0.012006715,Good,200,218
0,Trial3,17up,8/11/25 11:27,246.1538462,0.10155048,0.011885585,Good,200,218
0,Trial3,17up,8/11/25 11:37,300,0.115214828,0,Good,66,72
0,Trial3,17up,8/11/25 11:47,270,0.177422147,0,Good,112,122
0,Trial3,17up,8/11/25 11:57,378,0.424264069,0,Good,536,546
0,Trial3,17up,8/11/25 12:07,414,0.137689264,0,Good,298,308
0,Trial3,17up,8/11/25 12:17,372,0.576808749,0,Good,392,402
0,Trial3,17up,8/11/25 12:27,407.142857,0.49784954,0,Good,192,206
0,Trial3,17up,8/11/25 12:37,502.5,3.02288149,0,Good,332,340
0,Trial3,17up,8/11/25 12:47,510,0.290688837,0,Good,240,242
0,Trial3,17up,8/11/25 12:57,490,0.348401964,0,Good,424,430
0,Trial3,17up,8/11/25 13:07,319.4805195,0.030680792,0.004734149,Good,364,372
0,Trial3,17up,8/11/25 13:17,270.2702703,0.026339134,0.005165529,Good,284,290
0,Trial3,17up,8/11/25 13:27,224.4604317,0.025788837,0.006892357,Good,180,184
0,Trial3,17up,8/11/25 13:37,420,0.053196439,0,Good,232,234
0,Trial3,17up,8/11/25 13:47,420,0.116458147,0,Good,232,234
0,Trial3,17up,8/11/25 13:57,0,0,0,Zero,254,324
0,Trial3,17up,8/11/25 14:07,12,0.204530508,0,Discard,254,324
0,Trial3,17up,8/11/25 14:17,12,0.228118511,0,Discard,254,324
0,Trial3,17up,8/11/25 14:27,12,0.187596612,0,Discard,254,324
0,Trial3,17up,8/11/25 14:37,2.184229344,0.210651442,0,Discard,0,384.575
1,Trial3,17up,8/11/25 9:44,162.3188406,0.190424168,0,Discard,0,5.175
1,Trial3,17up,8/11/25 9:47,-1,-1,-1,Discard,4,4
1,Trial3,17up,8/11/25 9:47,26.24053827,0.071162508,0.01901898,Good,334,366
1,Trial3,17up,8/11/25 9:57,31.80722892,0.226484998,0.065380587,Good,292,316
1,Trial3,17up,8/11/25 10:07,39.16591115,0.237914585,0.054581349,Good,96,126
1,Trial3,17up,8/11/25 10:17,40.36697248,0.311721758,0.089986321,Good,142,160
1,Trial3,17up,8/11/25 10:27,18.37906828,1.29875195,0.360208981,Good,312,352
1,Trial3,17up,8/11/25 10:37,18.2883939,0.919474139,0.2457398,Good,208,254
1,Trial3,17up,8/11/25 10:47,37.96133568,0.114843818,0.021703442,Good,208,254
1,Trial3,17up,8/11/25 10:57,63.75,0.120850235,0.028484674,Good,284,302
1,Trial3,17up,8/11/25 11:07,71.0453284,0.222316831,0.038700393,Good,326,354
1,Trial3,17up,8/11/25 11:17,71.17870722,0.114269522,0.018067598,Good,398,432
1,Trial3,17up,8/11/25 11:27,81.68557536,0.118973787,0.025365297,Good,344,360
1,Trial3,17up,8/11/25 11:37,84.5814978,0.137487648,0.02749753,Good,294,312
1,Trial3,17up,8/11/25 11:47,86.70520231,0.179947909,0.035290688,Good,294,312
1,Trial3,17up,8/11/25 11:57,82.63988522,0.163434465,0.032686893,Good,294,312
1,Trial3,17up,8/11/25 12:07,81.63265306,0.164842582,0.025744086,Good,224,254
1,Trial3,17up,8/11/25 12:17,77.88215201,0.214653654,0.034372093,Good,224,254
1,Trial3,17up,8/11/25 12:27,71.42857143,0.211455043,0.035242507,Good,224,254
1,Trial3,17up,8/11/25 12:37,52.51641138,0.276384077,0.06031195,Good,252,276
1,Trial3,17up,8/11/25 12:47,37.7267231,1.184735311,0.31663383,Good,366,392
1,Trial3,17up,8/11/25 12:57,14.46872645,2.005547552,0.668515851,Good,318,366
1,Trial3,17up,8/11/25 13:07,0,0,0,Zero,544,570
1,Trial3,17up,8/11/25 13:17,117.5923534,0.194746268,0.005770418,Discard,0,581.975
1,Trial3,17up,8/11/25 13:27,106.7768168,0.199072059,0.006187855,Discard,0,581.975
1,Trial3,17up,8/11/25 13:37,99.22053314,0.235054952,0.007582418,Discard,0,581.975
1,Trial3,17up,8/11/25 13:47,95.57019243,0.256722794,0.008436434,Discard,0,581.975
1,Trial3,17up,8/11/25 13:57,100.2152389,0.231006322,0.007413346,Discard,0,581.975
1,Trial3,17up,8/11/25 14:07,106.4486986,0.213411895,0.006643222,Discard,0,581.975
1,Trial3,17up,8/11/25 14:17,102.7715614,0.227718293,0.00721553,Discard,0,581.975
1,Trial3,17up,8/11/25 14:27,104.6619646,0.210692062,0.006613253,Discard,0,581.975
1,Trial3,17up,8/11/25 14:37,105.1425596,0.213078388,0.008207473,Discard,0,384.575
