Input,Trial,Treatment,time,heart_rate,sd,std_err,confidence,start,end
0,Trial22,17up,8/27/25 9:43,37.3284538,0.410959691,0.096864128,Good,208,236
0,Trial22,17up,8/27/25 9:53,37.69633508,0.21408721,0.059377109,Good,62,82
0,Trial22,17up,8/27/25 10:03,49.0797546,0.162861005,0.0292507,Good,226,264
0,Trial22,17up,8/27/25 10:13,42.56480218,0.198310169,0.053000622,Good,396,416
0,Trial22,17up,8/27/25 10:23,48.71794872,0.146211915,0.032693978,Good,226,250
0,Trial22,17up,8/27/25 10:33,63.37543054,0.204120111,0.041665843,Good,226,250
0,Trial22,17up,8/27/25 10:43,80,0.203357239,0.039881636,Good,374,394
0,Trial22,17up,8/27/25 10:53,146.7248908,0.117302688,0.021782562,Good,334,346
0,Trial22,17up,8/27/25 11:03,134.6534653,0.110126098,0.02595697,Good,166,174
0,Trial22,17up,8/27/25 11:13,177.5510204,0.021582857,0.002809849,Good,178,198
0,Trial22,17up,8/27/25 11:23,172.5288832,0.060165829,0.007969159,Good,178,198
0,Trial22,17up,8/27/25 11:33,132.3529412,0.080871688,0.014524984,Good,146,160
0,Trial22,17up,8/27/25 11:43,158.9660743,0.043947724,0.006781281,Good,424,440
0,Trial22,17up,8/27/25 11:53,227.1428571,0.054592752,0,Good,378,392
0,Trial22,17up,8/27/25 12:03,201.4285714,0.047494019,0,Good,378,392
0,Trial22,17up,8/27/25 12:13,218.5714286,0.106788792,0,Good,62,76
0,Trial22,17up,8/27/25 12:23,281.25,0.047859507,0,Good,82,98
0,Trial22,17up,8/27/25 12:33,247.5,0.062543089,0,Good,306,314
0,Trial22,17up,8/27/25 12:43,149.5081967,0.094455194,0.021120823,Good,306,314
0,Trial22,17up,8/27/25 12:53,110,0.134508708,0,Good,80,98
0,Trial22,17up,8/27/25 13:03,0,0,0,Zero,12,50
0,Trial22,17up,8/27/25 13:13,161.1216239,0.15098764,0.00382033,Discard,0,581.975
0,Trial22,17up,8/27/25 13:23,156.6428756,0.15961948,0.004095501,Discard,0,581.975
0,Trial22,17up,8/27/25 13:33,155.9741935,0.153181642,0.003939407,Discard,0,581.975
0,Trial22,17up,8/27/25 13:43,158.5616586,0.158567182,0.004044607,Discard,0,581.975
0,Trial22,17up,8/27/25 13:53,154.9252192,0.158305204,0.004083342,Discard,0,581.975
0,Trial22,17up,8/27/25 14:03,157.7222485,0.151905192,0.003884802,Discard,0,581.975
0,Trial22,17up,8/27/25 14:13,158.4662339,0.15152405,0.003864957,Discard,0,581.975
0,Trial22,17up,8/27/25 14:23,159.0784044,0.151726431,0.003862587,Discard,0,581.975
0,Trial22,17up,8/27/25 14:33,159.4842037,0.152783454,0.003884465,Discard,0,581.975
0,Trial22,17up,8/27/25 14:43,161.97395,0.151903337,0.003832474,Discard,0,581.975
0,Trial22,17up,8/27/25 14:53,164.288879,0.138811763,0.007883978,Discard,0,113.275
