"Input","Trial","Treatment","date","temperature","Heartrate","sd","std_err","confidence","recording_length","time","start","end"
0,"Trial2","17up",2025-08-11 09:30:00,17.99,144.7028424,0.032272857,0.003830083,"Good",30,2025-08-11 09:35:45,330,360
0,"Trial2","17up",2025-08-11 09:40:00,18.005,139.3548387,0.036324158,0.00454052,"Good",28,2025-08-11 09:41:42,88,116
0,"Trial2","17up",2025-08-11 09:50:00,18.676,168,0.019808766,0.002242901,"Good",28,2025-08-11 09:51:42,88,116
0,"Trial2","17up",2025-08-11 10:00:00,19.891,117.0035672,0.118205588,0.018239518,"Good",22,2025-08-11 10:02:59,168,190
0,"Trial2","17up",2025-08-11 10:10:00,20.818,100.4269855,0.131620993,0.018614019,"Good",30,2025-08-11 10:11:57,102,132
0,"Trial2","17up",2025-08-11 10:20:00,21.793,135.7850071,0.054652962,0.006072551,"Good",36,2025-08-11 10:22:46,148,184
0,"Trial2","17up",2025-08-11 10:30:00,22.754,163.8282899,0.04330747,0.004374715,"Good",36,2025-08-11 10:32:46,148,184
0,"Trial2","17up",2025-08-11 10:40:00,23.715,169.0140845,0.063564173,0.006324872,"Good",36,2025-08-11 10:42:46,148,184
0,"Trial2","17up",2025-08-11 10:50:00,24.659,191.5254237,0.027764715,0.002600404,"Good",36,2025-08-11 10:51:48,90,126
0,"Trial2","17up",2025-08-11 11:00:00,25.622,197.7464789,0.066461194,0.006118249,"Good",36,2025-08-11 11:01:48,90,126
0,"Trial2","17up",2025-08-11 11:10:00,26.957,192.8767123,0.091354585,0.009683567,"Good",28,2025-08-11 11:14:46,272,300
0,"Trial2","17up",2025-08-11 11:20:00,28.047,225,0.10657187,0,"Good",8,2025-08-11 11:24:50,286,294
0,"Trial2","17up",2025-08-11 11:30:00,28.843,210,0.086708811,0,"Good",14,2025-08-11 11:33:15,188,202
0,"Trial2","17up",2025-08-11 11:40:00,29.711,109.0909091,0.209252873,0.034875479,"Good",20,2025-08-11 11:42:30,140,160
0,"Trial2","17up",2025-08-11 11:50:00,31.178,66.29834254,0.33478849,0.065657425,"Good",24,2025-08-11 11:57:40,448,472
0,"Trial2","17up",2025-08-11 12:00:00,31.886,59.35828877,0.359906457,0.058384537,"Good",38,2025-08-11 12:04:47,268,306
0,"Trial2","17up",2025-08-11 12:10:00,32.8,57.14285714,0.435650854,0.085438162,"Good",28,2025-08-11 12:13:30,196,224
0,"Trial2","17up",2025-08-11 12:20:00,34.059,60.34482759,0.09177292,0.015295487,"Good",36,2025-08-11 12:25:50,332,368
0,"Trial2","17up",2025-08-11 12:30:00,34.746,26.70375522,0.738399875,0.147679975,"Good",60,2025-08-11 12:33:00,150,210
0,"Trial2","17up",2025-08-11 12:40:00,35.387,0,0,0,"Zero",24,2025-08-11 12:40:28,16,40
0,"Trial2","17up",2025-08-11 12:50:00,36.331,77.24750277,0.266251344,0.048610622,"Discard",24,2025-08-11 12:50:28,16,40
0,"Trial2","17up",2025-08-11 13:00:00,37.282,76.53758542,0.222279259,0.041276222,"Discard",24,2025-08-11 13:00:28,16,40
0,"Trial2","17up",2025-08-11 13:10:00,38.254,82.13903743,0.226004423,0.03934232,"Discard",24,2025-08-11 13:10:28,16,40
0,"Trial2","17up",2025-08-11 13:20:00,39.258,79.40234792,0.224602397,0.039704469,"Discard",24,2025-08-11 13:20:28,16,40
0,"Trial2","17up",2025-08-11 13:30:00,40.192,89.18032787,0.287318299,0.048565657,"Discard",24,2025-08-11 13:30:28,16,40
0,"Trial2","17up",2025-08-11 13:40:00,41.115,82.40343348,0.262720721,0.045733807,"Discard",24,2025-08-11 13:40:28,16,40
0,"Trial2","17up",2025-08-11 13:50:00,42.077,76.23220153,0.264964678,0.04837571,"Discard",24,2025-08-11 13:50:28,16,40
0,"Trial2","17up",2025-08-11 14:00:00,42.954,73.44262295,0.260790605,0.0484276,"Discard",24,2025-08-11 14:00:28,16,40
0,"Trial2","17up",2025-08-11 14:10:00,43.928,76.06557377,0.231028968,0.042179926,"Discard",24,2025-08-11 14:10:28,16,40
0,"Trial2","17up",2025-08-11 14:20:00,44.872,76.75906183,0.336496486,0.060436553,"Discard",24,2025-08-11 14:20:28,16,40
0,"Trial2","17up",2025-08-11 14:30:00,45.865,82.84789644,0.255621032,0.04449791,"Discard",24,2025-08-11 14:30:28,16,40
0,"Trial2","17up",2025-08-11 14:40:00,46.832,63.64640884,0.340035098,0.06800702,"Discard",24,2025-08-11 14:40:28,16,40
0,"Trial2","17up",2025-08-11 09:30:00,17.99,153.028693,0.02703249,0.00346116,"Good",24,2025-08-11 09:35:30,318,342
0,"Trial2","17up",2025-08-11 09:40:00,18.005,151.196172,0.03784395,0.00423108,"Good",32,2025-08-11 09:41:26,70,102
0,"Trial2","17up",2025-08-11 09:50:00,18.77,154.340836,0.06301483,0.00806822,"Good",24,2025-08-11 09:52:12,120,144
0,"Trial2","17up",2025-08-11 10:00:00,19.779,124.973433,0.09533106,0.01348185,"Good",24,2025-08-11 10:02:12,120,144
0,"Trial2","17up",2025-08-11 10:10:00,20.818,107.080504,0.11874062,0.0173201,"Good",26,2025-08-11 10:11:53,100,126
0,"Trial2","17up",2025-08-11 10:20:00,21.793,146.938776,0.04661136,0.00612037,"Good",24,2025-08-11 10:22:34,142,166
0,"Trial2","17up",2025-08-11 10:30:00,22.754,168.510638,0.03591138,0.00438727,"Good",24,2025-08-11 10:32:34,142,166
0,"Trial2","17up",2025-08-11 10:40:00,23.715,171.428571,0.05966798,0.00558842,"Good",40,2025-08-11 10:42:42,142,182
0,"Trial2","17up",2025-08-11 10:50:00,24.659,198.072289,0.02924694,0.00248966,"Good",42,2025-08-11 10:51:37,76,118
0,"Trial2","17up",2025-08-11 11:00:00,25.754,179.911374,0.06316593,0.0044225,"Good",68,2025-08-11 11:02:32,118,186
